dataset,commodity,market,region_code,status,row_count,first_timestamp_utc,last_timestamp_utc,generated_at_utc
fact_energy_price,GAS,AEMO_DWGM,VIC,loaded,7310,2022-01-01 06:00:00+11:00,2026-01-01 22:00:00+11:00,2026-07-21T11:41:14.592723+00:00
fact_energy_price,GAS,AEMO_STTM,NSW,loaded,1462,2022-01-01 06:00:00+11:00,2026-01-01 06:00:00+11:00,2026-07-21T11:41:14.592723+00:00
fact_energy_price,GAS,AEMO_STTM,QLD,loaded,1462,2022-01-01 07:00:00+11:00,2026-01-01 07:00:00+11:00,2026-07-21T11:41:14.592723+00:00
fact_energy_price,GAS,AEMO_STTM,SA,loaded,1462,2022-01-01 06:30:00+11:00,2026-01-01 06:30:00+11:00,2026-07-21T11:41:14.592723+00:00
fact_energy_price,POWER,AEMO_NEM,NSW1,loaded,420768,2022-01-01 01:05:00+11:00,2026-01-01 01:00:00+11:00,2026-07-21T11:41:14.592723+00:00
fact_energy_price,POWER,AEMO_NEM,QLD1,loaded,420768,2022-01-01 01:05:00+11:00,2026-01-01 01:00:00+11:00,2026-07-21T11:41:14.592723+00:00
fact_energy_price,POWER,AEMO_NEM,SA1,loaded,420768,2022-01-01 01:05:00+11:00,2026-01-01 01:00:00+11:00,2026-07-21T11:41:14.592723+00:00
fact_energy_price,POWER,AEMO_NEM,TAS1,loaded,420768,2022-01-01 01:05:00+11:00,2026-01-01 01:00:00+11:00,2026-07-21T11:41:14.592723+00:00
fact_energy_price,POWER,AEMO_NEM,VIC1,loaded,420768,2022-01-01 01:05:00+11:00,2026-01-01 01:00:00+11:00,2026-07-21T11:41:14.592723+00:00
